Date,State,stateFIPS,Count,NewCount,7DayAvg
03/02/20,AR,5,0,0,0
03/03/20,AR,5,0,0,0
03/04/20,AR,5,0,0,0
03/05/20,AR,5,0,0,0
03/06/20,AR,5,0,0,0
03/07/20,AR,5,0,0,0
03/08/20,AR,5,0,0,0
03/09/20,AR,5,0,0,0
03/10/20,AR,5,0,0,0
03/11/20,AR,5,0,0,0
03/12/20,AR,5,0,0,0
03/13/20,AR,5,0,0,0
03/14/20,AR,5,0,0,0
03/15/20,AR,5,0,0,0
03/16/20,AR,5,0,0,0
03/17/20,AR,5,0,0,0
03/18/20,AR,5,0,0,0
03/19/20,AR,5,0,0,0
03/20/20,AR,5,0,0,0
03/21/20,AR,5,0,0,0
03/22/20,AR,5,0,0,0
03/23/20,AR,5,0,0,0
03/24/20,AR,5,1,1,1
03/25/20,AR,5,1,0,1
03/26/20,AR,5,2,1,1
03/27/20,AR,5,5,3,1
03/28/20,AR,5,5,0,1
03/29/20,AR,5,5,0,1
03/30/20,AR,5,7,2,1
03/31/20,AR,5,8,1,1
04/01/20,AR,5,10,2,2
04/02/20,AR,5,12,2,2
04/03/20,AR,5,12,0,1
04/04/20,AR,5,13,1,2
04/05/20,AR,5,15,2,2
04/06/20,AR,5,16,1,2
04/07/20,AR,5,18,2,2
04/08/20,AR,5,18,0,2
04/09/20,AR,5,21,3,2
04/10/20,AR,5,24,3,2
04/11/20,AR,5,25,1,2
04/12/20,AR,5,27,2,2
04/13/20,AR,5,27,0,2
04/14/20,AR,5,32,5,2
04/15/20,AR,5,33,1,3
04/16/20,AR,5,36,3,3
04/17/20,AR,5,36,0,2
04/18/20,AR,5,37,1,2
04/19/20,AR,5,38,1,2
04/20/20,AR,5,41,3,2
04/21/20,AR,5,41,0,2
04/22/20,AR,5,43,2,2
04/23/20,AR,5,44,1,2
04/24/20,AR,5,46,2,2
04/25/20,AR,5,47,1,2
04/26/20,AR,5,50,3,2
04/27/20,AR,5,51,1,2
04/28/20,AR,5,57,6,3
04/29/20,AR,5,59,2,3
04/30/20,AR,5,61,2,3
05/01/20,AR,5,64,3,3
05/02/20,AR,5,72,8,4
05/03/20,AR,5,75,3,4
05/04/20,AR,5,80,5,5
05/05/20,AR,5,83,3,4
05/06/20,AR,5,87,4,4
05/07/20,AR,5,88,1,4
05/08/20,AR,5,88,0,4
05/09/20,AR,5,88,0,3
05/10/20,AR,5,91,3,3
05/11/20,AR,5,94,3,2
05/12/20,AR,5,95,1,2
05/13/20,AR,5,97,2,2
05/14/20,AR,5,98,1,2
05/15/20,AR,5,98,0,2
05/16/20,AR,5,98,0,2
05/17/20,AR,5,98,0,1
05/18/20,AR,5,100,2,1
05/19/20,AR,5,102,2,1
05/20/20,AR,5,107,5,2
05/21/20,AR,5,110,3,2
05/22/20,AR,5,113,3,3
05/23/20,AR,5,115,2,3
05/24/20,AR,5,116,1,3
05/25/20,AR,5,117,1,3
05/26/20,AR,5,119,2,3
05/27/20,AR,5,120,1,2
05/28/20,AR,5,125,5,3
05/29/20,AR,5,132,7,3
05/30/20,AR,5,133,1,3
05/31/20,AR,5,133,0,3
06/01/20,AR,5,133,0,3
06/02/20,AR,5,136,3,3
06/03/20,AR,5,141,5,3
06/04/20,AR,5,150,9,4
06/05/20,AR,5,151,1,3
06/06/20,AR,5,153,2,3
06/07/20,AR,5,153,0,3
06/08/20,AR,5,155,2,4
06/09/20,AR,5,161,6,4
06/10/20,AR,5,165,4,4
06/11/20,AR,5,171,6,3
06/12/20,AR,5,176,5,4
06/13/20,AR,5,177,1,4
06/14/20,AR,5,179,2,4
06/15/20,AR,5,182,3,4
06/16/20,AR,5,188,6,4
06/17/20,AR,5,197,9,5
06/18/20,AR,5,208,11,6
06/19/20,AR,5,214,6,6
06/20/20,AR,5,224,10,7
06/21/20,AR,5,225,1,7
06/22/20,AR,5,227,2,7
06/23/20,AR,5,237,10,7
06/24/20,AR,5,240,3,7
06/25/20,AR,5,240,0,5
06/26/20,AR,5,249,9,5
06/27/20,AR,5,259,10,5
06/28/20,AR,5,264,5,6
06/29/20,AR,5,265,1,6
06/30/20,AR,5,270,5,5
07/01/20,AR,5,277,7,6
07/02/20,AR,5,279,2,6
07/03/20,AR,5,281,2,5
07/04/20,AR,5,286,5,4
07/05/20,AR,5,287,1,4
07/06/20,AR,5,292,5,4
07/07/20,AR,5,301,9,5
07/08/20,AR,5,305,4,4
07/09/20,AR,5,309,4,5
07/10/20,AR,5,313,4,5
07/11/20,AR,5,319,6,5
07/12/20,AR,5,321,2,5
07/13/20,AR,5,323,2,5
07/14/20,AR,5,331,8,5
07/15/20,AR,5,335,4,5
07/16/20,AR,5,341,6,5
07/17/20,AR,5,353,12,6
07/18/20,AR,5,357,4,6
07/19/20,AR,5,357,0,6
07/20/20,AR,5,363,6,6
07/21/20,AR,5,374,11,7
07/22/20,AR,5,380,6,7
01/22/20,AZ,4,0,0,0
01/23/20,AZ,4,0,0,0
01/24/20,AZ,4,0,0,0
01/25/20,AZ,4,0,0,0
01/26/20,AZ,4,0,0,0
01/27/20,AZ,4,0,0,0
01/28/20,AZ,4,0,0,0
01/29/20,AZ,4,0,0,0
01/30/20,AZ,4,0,0,0
01/31/20,AZ,4,0,0,0
02/01/20,AZ,4,0,0,0
02/02/20,AZ,4,0,0,0
02/03/20,AZ,4,0,0,0
02/04/20,AZ,4,0,0,0
02/05/20,AZ,4,0,0,0
02/06/20,AZ,4,0,0,0
02/07/20,AZ,4,0,0,0
02/08/20,AZ,4,0,0,0
02/09/20,AZ,4,0,0,0
02/10/20,AZ,4,0,0,0
02/11/20,AZ,4,0,0,0
02/12/20,AZ,4,0,0,0
02/13/20,AZ,4,0,0,0
